epoch,train_loss,val_top1,val_top5,lr,epoch_seconds
100,0.6017,0.5730,0.8055,0.000074,3.6
101,0.5996,0.5759,0.8096,0.000067,3.8
102,0.5942,0.5756,0.8080,0.000061,4.3
103,0.5898,0.5741,0.8044,0.000054,4.3
104,0.5912,0.5708,0.8030,0.000049,4.4
105,0.5820,0.5745,0.8073,0.000043,3.7
106,0.5848,0.5780,0.8100,0.000038,3.8
107,0.5836,0.5726,0.8059,0.000033,3.7
108,0.5776,0.5785,0.8076,0.000029,3.6
109,0.5789,0.5715,0.8040,0.000024,3.7
110,0.5749,0.5749,0.8083,0.000021,3.8
111,0.5763,0.5743,0.8056,0.000017,4.0
112,0.5727,0.5750,0.8072,0.000014,4.1
113,0.5735,0.5785,0.8102,0.000011,3.7
114,0.5724,0.5749,0.8063,0.000008,3.7
115,0.5748,0.5774,0.8084,0.000006,3.8
116,0.5671,0.5762,0.8083,0.000004,3.7
117,0.5718,0.5755,0.8083,0.000003,3.6
118,0.5721,0.5750,0.8064,0.000002,3.6
119,0.5698,0.5771,0.8086,0.000001,3.8
120,0.5695,0.5793,0.8084,0.000000,3.6
